"loan_amnt","term","home_ownership","annual_inc","loan_status","sub_grade_int_map","region","sex","age","vegetarian","weight"
10000,"36 month loans","Paying off mortgage",90000,"Negative",4,"US South inhabitants","Females",42.48,"Non-vegetarians",160.7692
9250,"36 month loans","Paying off mortgage",28000,"Positive",3,"US South inhabitants","Females",25.616,"Non-vegetarians",159.0385
20000,"36 month loans","Paying off mortgage",50000,"Positive",1,"US South inhabitants","Females",31.6,"Non-vegetarians",183.8462
33525,"36 month loans","Paying off mortgage",67056,"Positive",3,"US South inhabitants","Females",36.23923,"Non-vegetarians",215.0577
8000,"36 month loans","Paying off mortgage",54000,"Positive",5,"US South inhabitants","Females",32.688,"Non-vegetarians",156.1538
10200,"60 month loans","Paying off mortgage",50000,"Negative",4,"US South inhabitants","Females",31.6,"Non-vegetarians",161.2308
27450,"36 month loans","Home owners",110000,"Positive",6,"US South inhabitants","Females",47.92,"Non-vegetarians",201.0385
35000,"36 month loans","Paying off mortgage",120000,"Positive",5,"US South inhabitants","Females",50.64,"Non-vegetarians",218.4615
14000,"36 month loans","Renters",75000,"Positive",3,"US South inhabitants","Females",38.4,"Non-vegetarians",170
16000,"36 month loans","Renters",62000,"Positive",4,"US South inhabitants","Females",34.864,"Non-vegetarians",174.6154
24475,"36 month loans","Renters",70000,"Positive",4,"US South inhabitants","Females",37.04,"Non-vegetarians",194.1731
10000,"36 month loans","Renters",65000,"Positive",3,"US South inhabitants","Females",35.68,"Non-vegetarians",160.7692
35000,"36 month loans","Renters",90000,"Positive",4,"US South inhabitants","Females",42.48,"Non-vegetarians",218.4615
10000,"36 month loans","Renters",52000,"Positive",5,"US South inhabitants","Females",32.144,"Non-vegetarians",160.7692
9250,"36 month loans","Renters",40000,"Positive",4,"US South inhabitants","Females",28.88,"Non-vegetarians",159.0385
25900,"36 month loans","Renters",26000,"Negative",5,"US South inhabitants","Females",25.072,"Non-vegetarians",197.4615
20000,"36 month loans","Renters",63000,"Positive",3,"US South inhabitants","Females",35.136,"Non-vegetarians",183.8462
28000,"36 month loans","Paying off mortgage",120000,"Positive",2,"US South inhabitants","Females",50.64,"Non-vegetarians",202.3077
16775,"36 month loans","Paying off mortgage",42000,"Positive",7,"US South inhabitants","Females",29.424,"Non-vegetarians",176.4038
10000,"36 month loans","Paying off mortgage",68000,"Positive",3,"US South inhabitants","Females",36.496,"Non-vegetarians",160.7692
19325,"60 month loans","Renters",55000,"Positive",7,"US South inhabitants","Females",32.96,"Non-vegetarians",182.2885
8000,"36 month loans","Renters",45960,"Positive",4,"US South inhabitants","Females",30.50112,"Non-vegetarians",156.1538
8400,"36 month loans","Renters",75000,"Positive",3,"US South inhabitants","Females",38.4,"Non-vegetarians",157.0769
12000,"36 month loans","Paying off mortgage",95000,"Positive",1,"US South inhabitants","Females",43.84,"Non-vegetarians",165.3846
8000,"36 month loans","Paying off mortgage",58000,"Positive",4,"US South inhabitants","Females",33.776,"Non-vegetarians",156.1538
3000,"36 month loans","Paying off mortgage",125000,"Negative",3,"US South inhabitants","Females",52,"Non-vegetarians",144.6154
12000,"36 month loans","Home owners",62000,"Positive",4,"US South inhabitants","Females",34.864,"Non-vegetarians",165.3846
8400,"36 month loans","Paying off mortgage",175000,"Positive",3,"US South inhabitants","Females",65.6,"Non-vegetarians",157.0769
8000,"36 month loans","Paying off mortgage",72000,"Positive",1,"US South inhabitants","Females",37.584,"Non-vegetarians",156.1538
40000,"36 month loans","Paying off mortgage",85000,"Positive",1,"US South inhabitants","Females",41.12,"Non-vegetarians",230
7775,"36 month loans","Paying off mortgage",87000,"Positive",2,"US South inhabitants","Females",41.664,"Non-vegetarians",155.6346
1100,"36 month loans","Renters",55000,"Positive",6,"US South inhabitants","Females",32.96,"Non-vegetarians",140.2308
30000,"36 month loans","Paying off mortgage",112000,"Positive",2,"US South inhabitants","Females",48.464,"Non-vegetarians",206.9231
1000,"36 month loans","Renters",71747,"Positive",5,"US South inhabitants","Females",37.51518,"Non-vegetarians",140
16000,"36 month loans","Paying off mortgage",103000,"Positive",2,"US South inhabitants","Females",46.016,"Non-vegetarians",174.6154
20000,"36 month loans","Paying off mortgage",81000,"Positive",2,"US South inhabitants","Females",40.032,"Non-vegetarians",183.8462
15000,"36 month loans","Paying off mortgage",120000,"Positive",1,"US South inhabitants","Females",50.64,"Non-vegetarians",172.3077
10000,"36 month loans","Paying off mortgage",41000,"Positive",4,"US South inhabitants","Females",29.152,"Non-vegetarians",160.7692
10000,"36 month loans","Renters",26000,"Negative",3,"US South inhabitants","Females",25.072,"Non-vegetarians",160.7692
16800,"36 month loans","Renters",85000,"Positive",4,"US South inhabitants","Females",41.12,"Non-vegetarians",176.4615
8000,"36 month loans","Paying off mortgage",27000,"Negative",3,"US South inhabitants","Females",25.344,"Non-vegetarians",156.1538
12000,"60 month loans","Renters",52000,"Positive",4,"US South inhabitants","Females",32.144,"Non-vegetarians",165.3846
7000,"36 month loans","Renters",43000,"Positive",4,"US South inhabitants","Females",29.696,"Non-vegetarians",153.8462
8400,"36 month loans","Home owners",60000,"Positive",3,"US South inhabitants","Females",34.32,"Non-vegetarians",157.0769
38000,"36 month loans","Paying off mortgage",148500,"Positive",2,"US South inhabitants","Females",58.392,"Non-vegetarians",225.3846
34425,"60 month loans","Renters",75000,"Negative",7,"US South inhabitants","Females",38.4,"Non-vegetarians",217.1346
10900,"36 month loans","Paying off mortgage",45000,"Positive",8,"US South inhabitants","Females",30.24,"Non-vegetarians",162.8462
30000,"36 month loans","Renters",80325,"Positive",4,"US South inhabitants","Females",39.8484,"Non-vegetarians",206.9231
24000,"60 month loans","Paying off mortgage",153000,"Positive",5,"US South inhabitants","Females",59.616,"Non-vegetarians",193.0769
10525,"36 month loans","Paying off mortgage",36204,"Positive",2,"US South inhabitants","Females",27.84749,"Non-vegetarians",161.9808
21000,"36 month loans","Paying off mortgage",50000,"Positive",2,"US South inhabitants","Females",31.6,"Non-vegetarians",186.1538
6400,"36 month loans","Paying off mortgage",1e+05,"Negative",1,"US South inhabitants","Females",45.2,"Non-vegetarians",152.4615
20800,"60 month loans","Renters",61000,"Negative",4,"US South inhabitants","Females",34.592,"Non-vegetarians",185.6923
10600,"36 month loans","Paying off mortgage",55000,"Positive",4,"US South inhabitants","Females",32.96,"Non-vegetarians",162.1538
13750,"36 month loans","Paying off mortgage",47600,"Negative",5,"US South inhabitants","Females",30.9472,"Non-vegetarians",169.4231
25000,"60 month loans","Paying off mortgage",1e+05,"Negative",3,"US South inhabitants","Females",45.2,"Non-vegetarians",195.3846
16000,"36 month loans","Home owners",62000,"Positive",3,"US South inhabitants","Females",34.864,"Non-vegetarians",174.6154
8500,"36 month loans","Paying off mortgage",55000,"Positive",1,"US South inhabitants","Females",32.96,"Non-vegetarians",157.3077
10000,"36 month loans","Paying off mortgage",55440,"Positive",3,"US South inhabitants","Females",33.07968,"Non-vegetarians",160.7692
20000,"60 month loans","Renters",69000,"Positive",5,"US South inhabitants","Females",36.768,"Non-vegetarians",183.8462
4000,"36 month loans","Renters",45000,"Positive",3,"US South inhabitants","Females",30.24,"Non-vegetarians",146.9231
3700,"60 month loans","Home owners",42000,"Positive",7,"US South inhabitants","Females",29.424,"Non-vegetarians",146.2308
35000,"36 month loans","Renters",113000,"Negative",4,"US South inhabitants","Females",48.736,"Non-vegetarians",218.4615
12000,"36 month loans","Paying off mortgage",80000,"Positive",2,"US West inhabitants","Females",39.76,"Non-vegetarians",165.3846
28000,"36 month loans","Renters",2e+05,"Positive",1,"US West inhabitants","Females",72.4,"Non-vegetarians",202.3077
35000,"36 month loans","Home owners",160529,"Positive",3,"US West inhabitants","Females",61.66389,"Non-vegetarians",218.4615
16200,"60 month loans","Renters",52000,"Positive",7,"US West inhabitants","Females",32.144,"Non-vegetarians",175.0769
2000,"36 month loans","Renters",37000,"Positive",3,"US West inhabitants","Females",28.064,"Non-vegetarians",142.3077
10650,"36 month loans","Paying off mortgage",82000,"Positive",6,"US West inhabitants","Females",40.304,"Non-vegetarians",162.2692
28000,"36 month loans","Paying off mortgage",87000,"Positive",2,"US West inhabitants","Females",41.664,"Non-vegetarians",202.3077
35000,"36 month loans","Paying off mortgage",82000,"Negative",4,"US West inhabitants","Females",40.304,"Non-vegetarians",218.4615
3500,"36 month loans","Paying off mortgage",70563,"Positive",4,"US West inhabitants","Females",37.19314,"Non-vegetarians",145.7692
19025,"60 month loans","Paying off mortgage",56000,"Positive",7,"US West inhabitants","Females",33.232,"Non-vegetarians",181.5962
16000,"36 month loans","Paying off mortgage",62192.4,"Positive",4,"US West inhabitants","Females",34.91633,"Non-vegetarians",174.6154
20000,"60 month loans","Paying off mortgage",90000,"Positive",4,"US West inhabitants","Females",42.48,"Non-vegetarians",183.8462
30000,"60 month loans","Paying off mortgage",115000,"Negative",4,"US West inhabitants","Females",49.28,"Non-vegetarians",206.9231
10800,"60 month loans","Renters",63000,"Positive",5,"US West inhabitants","Females",35.136,"Non-vegetarians",162.6154
20000,"60 month loans","Paying off mortgage",90000,"Positive",6,"US West inhabitants","Females",42.48,"Non-vegetarians",183.8462
1200,"36 month loans","Renters",19000,"Positive",4,"US West inhabitants","Females",23.168,"Non-vegetarians",140.4615
3000,"36 month loans","Renters",64700,"Positive",1,"US West inhabitants","Females",35.5984,"Non-vegetarians",144.6154
35000,"36 month loans","Paying off mortgage",137000,"Negative",3,"US West inhabitants","Females",55.264,"Non-vegetarians",218.4615
8000,"36 month loans","Renters",80000,"Positive",3,"US West inhabitants","Females",39.76,"Non-vegetarians",156.1538
7800,"36 month loans","Paying off mortgage",40000,"Negative",2,"US West inhabitants","Females",28.88,"Non-vegetarians",155.6923
27200,"60 month loans","Paying off mortgage",60000,"Positive",6,"US West inhabitants","Females",34.32,"Non-vegetarians",200.4615
19200,"36 month loans","Paying off mortgage",55000,"Positive",4,"US West inhabitants","Females",32.96,"Non-vegetarians",182
30800,"60 month loans","Paying off mortgage",70000,"Positive",7,"US West inhabitants","Females",37.04,"Non-vegetarians",208.7692
18000,"60 month loans","Paying off mortgage",93000,"Positive",5,"US West inhabitants","Females",43.296,"Non-vegetarians",179.2308
15000,"36 month loans","Paying off mortgage",90000,"Positive",3,"US West inhabitants","Females",42.48,"Non-vegetarians",172.3077
8400,"36 month loans","Renters",30000,"Positive",3,"US West inhabitants","Females",26.16,"Non-vegetarians",157.0769
12000,"36 month loans","Paying off mortgage",65000,"Positive",3,"US West inhabitants","Females",35.68,"Non-vegetarians",165.3846
12000,"36 month loans","Renters",105000,"Positive",1,"US West inhabitants","Females",46.56,"Non-vegetarians",165.3846
19200,"60 month loans","Paying off mortgage",145300,"Positive",3,"US West inhabitants","Females",57.5216,"Non-vegetarians",182
1500,"36 month loans","Renters",30000,"Positive",5,"US West inhabitants","Females",26.16,"Non-vegetarians",141.1538
16000,"36 month loans","Paying off mortgage",84000,"Positive",4,"US West inhabitants","Females",40.848,"Non-vegetarians",174.6154
5025,"36 month loans","Renters",43000,"Negative",6,"US South inhabitants","Females",29.696,"Non-vegetarians",149.2885
20000,"60 month loans","Renters",78000,"Positive",5,"US South inhabitants","Females",39.216,"Non-vegetarians",183.8462
6000,"36 month loans","Renters",53819,"Positive",2,"US South inhabitants","Females",32.63877,"Non-vegetarians",151.5385
16150,"36 month loans","Paying off mortgage",93938,"Negative",4,"US South inhabitants","Females",43.55114,"Non-vegetarians",174.9615
35000,"60 month loans","Paying off mortgage",128082,"Positive",6,"US South inhabitants","Females",52.8383,"Non-vegetarians",218.4615
10000,"36 month loans","Home owners",160000,"Positive",2,"US South inhabitants","Females",61.52,"Non-vegetarians",160.7692
24500,"36 month loans","Paying off mortgage",110000,"Positive",2,"US South inhabitants","Females",47.92,"Non-vegetarians",194.2308
7000,"36 month loans","Renters",55000,"Positive",3,"US South inhabitants","Females",32.96,"Non-vegetarians",153.8462
25000,"60 month loans","Renters",80000,"Positive",5,"US South inhabitants","Females",39.76,"Non-vegetarians",195.3846
10000,"36 month loans","Renters",62000,"Negative",5,"US South inhabitants","Females",34.864,"Non-vegetarians",160.7692
9300,"36 month loans","Renters",53000,"Positive",5,"US South inhabitants","Females",32.416,"Non-vegetarians",159.1538
15000,"36 month loans","Renters",73000,"Positive",3,"US South inhabitants","Females",37.856,"Non-vegetarians",172.3077
30000,"60 month loans","Renters",84000,"Negative",7,"US South inhabitants","Females",40.848,"Non-vegetarians",206.9231
21500,"36 month loans","Paying off mortgage",140000,"Positive",1,"US South inhabitants","Females",56.08,"Non-vegetarians",187.3077
35000,"60 month loans","Paying off mortgage",80000,"Negative",6,"US South inhabitants","Females",39.76,"Non-vegetarians",218.4615
25000,"60 month loans","Renters",85000,"Positive",2,"US South inhabitants","Females",41.12,"Non-vegetarians",195.3846
12000,"60 month loans","Renters",46000,"Positive",6,"US South inhabitants","Females",30.512,"Non-vegetarians",165.3846
18000,"60 month loans","Renters",110000,"Positive",4,"US South inhabitants","Females",47.92,"Non-vegetarians",179.2308
16000,"36 month loans","Renters",66000,"Positive",2,"US South inhabitants","Females",35.952,"Non-vegetarians",174.6154
15000,"36 month loans","Home owners",54000,"Negative",5,"US South inhabitants","Females",32.688,"Non-vegetarians",172.3077
16000,"36 month loans","Renters",42000,"Positive",2,"US South inhabitants","Females",29.424,"Non-vegetarians",174.6154
16000,"36 month loans","Renters",210000,"Positive",3,"US South inhabitants","Females",75.12,"Non-vegetarians",174.6154
25000,"36 month loans","Paying off mortgage",67000,"Positive",2,"US South inhabitants","Females",36.224,"Non-vegetarians",195.3846
15000,"36 month loans","Paying off mortgage",65000,"Positive",1,"US South inhabitants","Females",35.68,"Non-vegetarians",172.3077
5000,"36 month loans","Renters",21900,"Positive",3,"US South inhabitants","Females",23.9568,"Non-vegetarians",149.2308
8000,"36 month loans","Paying off mortgage",56708,"Positive",2,"US South inhabitants","Females",33.42458,"Non-vegetarians",156.1538
16000,"36 month loans","Paying off mortgage",180000,"Positive",2,"US South inhabitants","Females",66.96,"Non-vegetarians",174.6154
12000,"60 month loans","Paying off mortgage",59001,"Positive",4,"US South inhabitants","Females",34.04827,"Non-vegetarians",165.3846
35000,"60 month loans","Renters",95000,"Negative",8,"US South inhabitants","Females",43.84,"Non-vegetarians",218.4615
15000,"36 month loans","Renters",48800,"Positive",3,"US South inhabitants","Females",31.2736,"Non-vegetarians",172.3077
17000,"60 month loans","Renters",49275,"Negative",6,"US South inhabitants","Females",31.4028,"Non-vegetarians",176.9231
15000,"60 month loans","Paying off mortgage",70000,"Negative",6,"US South inhabitants","Females",37.04,"Non-vegetarians",172.3077
5550,"36 month loans","Home owners",39000,"Positive",5,"US South inhabitants","Females",28.608,"Non-vegetarians",150.5
16000,"60 month loans","Home owners",70000,"Positive",4,"US South inhabitants","Females",37.04,"Non-vegetarians",174.6154
7000,"36 month loans","Renters",68700,"Positive",4,"US South inhabitants","Females",36.6864,"Non-vegetarians",153.8462
25000,"36 month loans","Paying off mortgage",1e+05,"Positive",3,"US South inhabitants","Females",45.2,"Non-vegetarians",195.3846
4000,"36 month loans","Paying off mortgage",63000,"Negative",4,"US South inhabitants","Females",35.136,"Non-vegetarians",146.9231
30175,"60 month loans","Paying off mortgage",129965,"Positive",4,"US South inhabitants","Females",53.35049,"Non-vegetarians",207.3269
22475,"60 month loans","Paying off mortgage",85000,"Positive",6,"US South inhabitants","Females",41.12,"Non-vegetarians",189.5577
12000,"36 month loans","Paying off mortgage",1e+05,"Positive",2,"US South inhabitants","Females",45.2,"Non-vegetarians",165.3846
4000,"36 month loans","Paying off mortgage",60000,"Positive",3,"US South inhabitants","Females",34.32,"Non-vegetarians",146.9231
35000,"60 month loans","Paying off mortgage",140000,"Positive",4,"US South inhabitants","Females",56.08,"Non-vegetarians",218.4615
1500,"36 month loans","Home owners",17680,"Negative",5,"US South inhabitants","Females",22.80896,"Non-vegetarians",141.1538
6975,"36 month loans","Renters",25000,"Negative",3,"US South inhabitants","Females",24.8,"Non-vegetarians",153.7885
11100,"60 month loans","Paying off mortgage",40000,"Negative",5,"US South inhabitants","Females",28.88,"Non-vegetarians",163.3077
7000,"36 month loans","Renters",60000,"Positive",5,"US South inhabitants","Females",34.32,"Non-vegetarians",153.8462
17275,"36 month loans","Paying off mortgage",85000,"Positive",3,"US South inhabitants","Females",41.12,"Non-vegetarians",177.5577
5975,"36 month loans","Renters",47000,"Negative",7,"US South inhabitants","Females",30.784,"Non-vegetarians",151.4808
20000,"36 month loans","Paying off mortgage",157000,"Negative",6,"US South inhabitants","Females",60.704,"Non-vegetarians",183.8462
10000,"36 month loans","Home owners",90000,"Positive",2,"US South inhabitants","Females",42.48,"Non-vegetarians",160.7692
2400,"36 month loans","Renters",24000,"Positive",4,"US South inhabitants","Females",24.528,"Non-vegetarians",143.2308
28000,"36 month loans","Paying off mortgage",1e+05,"Positive",6,"US South inhabitants","Females",45.2,"Non-vegetarians",202.3077
17975,"36 month loans","Paying off mortgage",85000,"Positive",5,"US South inhabitants","Females",41.12,"Non-vegetarians",179.1731
10000,"36 month loans","Paying off mortgage",65000,"Positive",2,"US South inhabitants","Females",35.68,"Non-vegetarians",160.7692
5000,"36 month loans","Paying off mortgage",67500,"Positive",2,"US South inhabitants","Females",36.36,"Non-vegetarians",149.2308
9000,"36 month loans","Renters",60000,"Positive",5,"US South inhabitants","Females",34.32,"Non-vegetarians",158.4615
2700,"36 month loans","Renters",16560,"Negative",4,"US South inhabitants","Females",22.50432,"Non-vegetarians",143.9231
3500,"36 month loans","Paying off mortgage",90000,"Positive",5,"US South inhabitants","Females",42.48,"Non-vegetarians",145.7692
8000,"36 month loans","Home owners",45000,"Positive",3,"US South inhabitants","Females",30.24,"Non-vegetarians",156.1538
8000,"36 month loans","Renters",25888,"Negative",3,"US South inhabitants","Females",25.04154,"Non-vegetarians",156.1538
12000,"36 month loans","Paying off mortgage",115000,"Positive",2,"US South inhabitants","Females",49.28,"Non-vegetarians",165.3846
6000,"36 month loans","Home owners",56000,"Positive",5,"US South inhabitants","Females",33.232,"Non-vegetarians",151.5385
23000,"36 month loans","Renters",82000,"Positive",3,"US South inhabitants","Females",40.304,"Non-vegetarians",190.7692
20000,"60 month loans","Renters",80000,"Positive",8,"US South inhabitants","Females",39.76,"Non-vegetarians",183.8462
33000,"60 month loans","Renters",65000,"Positive",6,"US South inhabitants","Females",35.68,"Non-vegetarians",213.8462
10000,"36 month loans","Home owners",60000,"Positive",4,"US South inhabitants","Females",34.32,"Non-vegetarians",160.7692
15000,"36 month loans","Renters",61000,"Positive",1,"US South inhabitants","Females",34.592,"Non-vegetarians",172.3077
18000,"60 month loans","Home owners",170000,"Positive",3,"US South inhabitants","Females",64.24,"Non-vegetarians",179.2308
24000,"36 month loans","Paying off mortgage",80000,"Positive",3,"US South inhabitants","Females",39.76,"Non-vegetarians",193.0769
9600,"36 month loans","Paying off mortgage",49000,"Positive",3,"US South inhabitants","Females",31.328,"Non-vegetarians",159.8462
7675,"36 month loans","Renters",27000,"Positive",5,"US South inhabitants","Females",25.344,"Non-vegetarians",155.4038
13000,"36 month loans","Paying off mortgage",93000,"Positive",3,"US South inhabitants","Females",43.296,"Non-vegetarians",167.6923
3000,"36 month loans","Renters",52800,"Positive",4,"US South inhabitants","Females",32.3616,"Non-vegetarians",144.6154
15000,"60 month loans","Paying off mortgage",97000,"Positive",4,"US South inhabitants","Females",44.384,"Non-vegetarians",172.3077
14000,"36 month loans","Renters",90000,"Positive",3,"US South inhabitants","Females",42.48,"Non-vegetarians",170
6000,"36 month loans","Home owners",40000,"Positive",3,"US South inhabitants","Females",28.88,"Non-vegetarians",151.5385
12000,"36 month loans","Paying off mortgage",250000,"Positive",3,"US South inhabitants","Females",86,"Non-vegetarians",165.3846
21250,"36 month loans","Paying off mortgage",87525,"Positive",2,"US South inhabitants","Females",41.8068,"Non-vegetarians",186.7308
3000,"36 month loans","Renters",65000,"Negative",3,"US South inhabitants","Females",35.68,"Non-vegetarians",144.6154
15000,"36 month loans","Paying off mortgage",135000,"Positive",1,"US South inhabitants","Females",54.72,"Non-vegetarians",172.3077
18000,"36 month loans","Paying off mortgage",99498,"Positive",1,"US South inhabitants","Females",45.06346,"Non-vegetarians",179.2308
21000,"36 month loans","Paying off mortgage",1e+05,"Negative",3,"US South inhabitants","Females",45.2,"Non-vegetarians",186.1538
10000,"60 month loans","Renters",50000,"Positive",7,"US South inhabitants","Females",31.6,"Non-vegetarians",160.7692
27600,"60 month loans","Renters",60000,"Negative",4,"US South inhabitants","Females",34.32,"Non-vegetarians",201.3846
20000,"36 month loans","Home owners",90000,"Positive",4,"US South inhabitants","Females",42.48,"Non-vegetarians",183.8462
14000,"36 month loans","Renters",139000,"Positive",5,"US South inhabitants","Females",55.808,"Non-vegetarians",170
14025,"36 month loans","Paying off mortgage",60000,"Positive",5,"US South inhabitants","Females",34.32,"Non-vegetarians",170.0577
15475,"36 month loans","Paying off mortgage",43000,"Positive",6,"US South inhabitants","Females",29.696,"Non-vegetarians",173.4038
13500,"36 month loans","Renters",55000,"Positive",2,"US South inhabitants","Females",32.96,"Non-vegetarians",168.8462
20000,"36 month loans","Paying off mortgage",175000,"Positive",2,"US South inhabitants","Females",65.6,"Non-vegetarians",183.8462
8000,"36 month loans","Renters",46000,"Positive",4,"US South inhabitants","Females",30.512,"Non-vegetarians",156.1538
21000,"36 month loans","Paying off mortgage",195000,"Positive",2,"US South inhabitants","Females",71.04,"Non-vegetarians",186.1538
35000,"36 month loans","Renters",132000,"Positive",2,"US South inhabitants","Females",53.904,"Non-vegetarians",218.4615
5975,"36 month loans","Paying off mortgage",88000,"Negative",3,"US South inhabitants","Females",41.936,"Non-vegetarians",151.4808
24000,"36 month loans","Renters",95000,"Positive",3,"US South inhabitants","Females",43.84,"Non-vegetarians",193.0769
8000,"36 month loans","Renters",24000,"Negative",5,"US South inhabitants","Females",24.528,"Non-vegetarians",156.1538
6400,"36 month loans","Paying off mortgage",125000,"Positive",2,"US South inhabitants","Females",52,"Non-vegetarians",152.4615
20000,"36 month loans","Home owners",52384,"Negative",5,"US South inhabitants","Females",32.24845,"Non-vegetarians",183.8462
19000,"36 month loans","Paying off mortgage",121216,"Positive",1,"US South inhabitants","Females",50.97075,"Non-vegetarians",181.5385
16550,"36 month loans","Renters",45000,"Negative",5,"US South inhabitants","Females",30.24,"Non-vegetarians",175.8846
26000,"36 month loans","Paying off mortgage",52000,"Positive",4,"US South inhabitants","Females",32.144,"Non-vegetarians",197.6923
7000,"36 month loans","Renters",120000,"Positive",2,"US South inhabitants","Females",50.64,"Non-vegetarians",153.8462
4800,"36 month loans","Paying off mortgage",95000,"Positive",2,"US South inhabitants","Females",43.84,"Non-vegetarians",148.7692
12000,"36 month loans","Paying off mortgage",86000,"Positive",3,"US South inhabitants","Females",41.392,"Non-vegetarians",165.3846
6000,"36 month loans","Renters",88000,"Negative",3,"US South inhabitants","Females",41.936,"Non-vegetarians",151.5385
20000,"36 month loans","Paying off mortgage",105000,"Positive",2,"US South inhabitants","Females",46.56,"Non-vegetarians",183.8462
2400,"36 month loans","Home owners",30000,"Positive",4,"US South inhabitants","Females",26.16,"Non-vegetarians",143.2308
5000,"36 month loans","Renters",47000,"Positive",3,"US South inhabitants","Females",30.784,"Non-vegetarians",149.2308
14000,"60 month loans","Renters",50000,"Negative",6,"US South inhabitants","Females",31.6,"Non-vegetarians",170
15000,"36 month loans","Paying off mortgage",130000,"Positive",3,"US South inhabitants","Females",53.36,"Non-vegetarians",172.3077
10000,"60 month loans","Paying off mortgage",118600,"Negative",6,"US South inhabitants","Females",50.2592,"Non-vegetarians",160.7692
22000,"60 month loans","Paying off mortgage",130000,"Positive",5,"US South inhabitants","Females",53.36,"Non-vegetarians",188.4615
28000,"36 month loans","Renters",126000,"Positive",4,"US South inhabitants","Females",52.272,"Non-vegetarians",202.3077
13500,"36 month loans","Paying off mortgage",62000,"Positive",1,"US South inhabitants","Females",34.864,"Non-vegetarians",168.8462
12400,"36 month loans","Renters",120000,"Positive",2,"US South inhabitants","Females",50.64,"Non-vegetarians",166.3077
6000,"36 month loans","Renters",44000,"Positive",7,"US South inhabitants","Females",29.968,"Non-vegetarians",151.5385
1400,"36 month loans","Paying off mortgage",87000,"Positive",4,"US South inhabitants","Females",41.664,"Non-vegetarians",140.9231
9000,"36 month loans","Renters",30000,"Negative",1,"US South inhabitants","Females",26.16,"Non-vegetarians",158.4615
4750,"36 month loans","Renters",32000,"Positive",7,"US South inhabitants","Females",26.704,"Non-vegetarians",148.6538
22000,"60 month loans","Home owners",125000,"Positive",5,"US South inhabitants","Females",52,"Non-vegetarians",188.4615
5000,"36 month loans","Paying off mortgage",45600,"Positive",3,"US South inhabitants","Females",30.4032,"Non-vegetarians",149.2308
28000,"36 month loans","Paying off mortgage",160200,"Positive",2,"US South inhabitants","Females",61.5744,"Non-vegetarians",202.3077
11575,"60 month loans","Paying off mortgage",35000,"Negative",5,"US South inhabitants","Females",27.52,"Non-vegetarians",164.4038
24000,"60 month loans","Paying off mortgage",119238,"Positive",4,"US South inhabitants","Females",50.43274,"Non-vegetarians",193.0769
7200,"36 month loans","Paying off mortgage",46800,"Positive",1,"US South inhabitants","Females",30.7296,"Non-vegetarians",154.3077
25000,"60 month loans","Home owners",70000,"Positive",8,"US South inhabitants","Females",37.04,"Non-vegetarians",195.3846
17200,"60 month loans","Renters",43000,"Negative",7,"US South inhabitants","Females",29.696,"Non-vegetarians",177.3846
3200,"36 month loans","Paying off mortgage",107000,"Positive",3,"US South inhabitants","Females",47.104,"Non-vegetarians",145.0769
8500,"36 month loans","Renters",65000,"Positive",3,"US South inhabitants","Females",35.68,"Non-vegetarians",157.3077
22000,"60 month loans","Renters",117000,"Positive",7,"US South inhabitants","Females",49.824,"Non-vegetarians",188.4615
25000,"36 month loans","Paying off mortgage",150000,"Positive",2,"US South inhabitants","Females",58.8,"Non-vegetarians",195.3846
26000,"36 month loans","Paying off mortgage",157000,"Positive",1,"US South inhabitants","Females",60.704,"Non-vegetarians",197.6923
12000,"36 month loans","Renters",40000,"Negative",8,"US South inhabitants","Females",28.88,"Non-vegetarians",165.3846
8000,"36 month loans","Renters",50000,"Positive",5,"US South inhabitants","Females",31.6,"Non-vegetarians",156.1538
15000,"36 month loans","Paying off mortgage",47000,"Positive",1,"US South inhabitants","Females",30.784,"Non-vegetarians",172.3077
8500,"36 month loans","Renters",118000,"Positive",5,"US South inhabitants","Females",50.096,"Non-vegetarians",157.3077
6000,"36 month loans","Home owners",40000,"Positive",4,"US South inhabitants","Females",28.88,"Non-vegetarians",151.5385
25000,"60 month loans","Paying off mortgage",147815,"Positive",4,"US South inhabitants","Females",58.20568,"Non-vegetarians",195.3846
6000,"36 month loans","Renters",25000,"Positive",4,"US South inhabitants","Females",24.8,"Non-vegetarians",151.5385
15000,"36 month loans","Paying off mortgage",55000,"Positive",2,"US South inhabitants","Females",32.96,"Non-vegetarians",172.3077
9700,"36 month loans","Home owners",40000,"Positive",6,"US South inhabitants","Females",28.88,"Non-vegetarians",160.0769
9000,"36 month loans","Renters",48000,"Negative",4,"US South inhabitants","Females",31.056,"Non-vegetarians",158.4615
5000,"36 month loans","Paying off mortgage",87000,"Positive",4,"US South inhabitants","Females",41.664,"Non-vegetarians",149.2308
11150,"36 month loans","Paying off mortgage",80000,"Positive",3,"US Northeast inhabitants","Females",39.76,"Non-vegetarians",163.4231
3600,"36 month loans","Paying off mortgage",25000,"Positive",3,"US Northeast inhabitants","Females",24.8,"Non-vegetarians",146
10000,"36 month loans","Paying off mortgage",30000,"Positive",1,"US Northeast inhabitants","Females",26.16,"Non-vegetarians",160.7692
35000,"60 month loans","Paying off mortgage",85000,"Negative",7,"US Northeast inhabitants","Females",41.12,"Non-vegetarians",218.4615
